iShares Russell 3000 ETF
Fund Holdings as of,"Feb 02, 2024"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BKU","BANKUNITED INC","Financials","Equity","534,326.05","0.00","534,326.05","20,095.00","26.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WGO","WINNEBAGO INDUSTRIES INC","Consumer Discretionary","Equity","534,567.48","0.00","534,567.48","7,916.00","67.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HNI","HNI CORP","Industrials","Equity","535,027.23","0.00","535,027.23","13,059.00","40.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","Real Estate","Equity","533,255.36","0.00","533,255.36","34,672.00","15.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY REIT","Real Estate","Equity","531,264.50","0.00","531,264.50","57,434.00","9.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JWN","NORDSTROM INC","Consumer Discretionary","Equity","532,438.08","0.00","532,438.08","29,384.00","18.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Consumer Discretionary","Equity","530,927.80","0.00","530,927.80","9,620.00","55.19","United States","NASDAQ","USD","1.00","USD","-"
"ABR","ARBOR REALTY TRUST REIT INC","Financials","Equity","529,599.90","0.00","529,599.90","41,214.00","12.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","Real Estate","Equity","527,572.12","0.00","527,572.12","22,469.00","23.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALG","ALAMO GROUP INC","Industrials","Equity","527,826.00","0.00","527,826.00","2,424.00","217.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UE","URBAN EDGE PROPERTIES","Real Estate","Equity","527,845.32","0.00","527,845.32","30,582.00","17.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BANF","BANCFIRST CORP","Financials","Equity","528,170.94","0.00","528,170.94","6,039.00","87.46","United States","NASDAQ","USD","1.00","USD","-"
"SNEX","STONEX GROUP INC","Financials","Equity","527,176.35","0.00","527,176.35","8,035.00","65.61","United States","NASDAQ","USD","1.00","USD","-"
"DNLI","DENALI THERAPEUTICS INC","Health Care","Equity","524,401.65","0.00","524,401.65","32,673.00","16.05","United States","NASDAQ","USD","1.00","USD","-"
"VRNT","VERINT SYSTEMS INC","Information Technology","Equity","522,324.44","0.00","522,324.44","17,974.00","29.06","United States","NASDAQ","USD","1.00","USD","-"
"DNA","GINKGO BIOWORKS HOLDINGS INC CLASS","Materials","Equity","522,923.77","0.00","522,923.77","411,751.00","1.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","522,979.60","0.00","522,979.60","159,445.00","3.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRN","TRINITY INDUSTRIES INC","Industrials","Equity","521,116.60","0.00","521,116.60","20,380.00","25.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SONO","SONOS INC","Consumer Discretionary","Equity","521,977.56","0.00","521,977.56","32,644.00","15.99","United States","NASDAQ","USD","1.00","USD","-"
"ANDE","ANDERSONS INC","Consumer Staples","Equity","520,076.34","0.00","520,076.34","9,946.00","52.29","United States","NASDAQ","USD","1.00","USD","-"
"OPEN","OPENDOOR TECHNOLOGIES INC","Real Estate","Equity","520,173.50","0.00","520,173.50","148,621.00","3.50","United States","NASDAQ","USD","1.00","USD","-"
"MODG","TOPGOLF CALLAWAY BRANDS CORP","Consumer Discretionary","Equity","520,742.95","0.00","520,742.95","38,545.00","13.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STEP","STEPSTONE GROUP INC CLASS A","Financials","Equity","518,755.38","0.00","518,755.38","15,262.00","33.99","United States","NASDAQ","USD","1.00","USD","-"
"ATGE","ADTALEM GLOBAL EDUCATION INC","Consumer Discretionary","Equity","517,337.49","0.00","517,337.49","10,691.00","48.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPE","CALLON PETROLEUM","Energy","Equity","514,368.36","0.00","514,368.36","16,423.00","31.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VYX","NCR VOYIX CORP","Information Technology","Equity","514,547.60","0.00","514,547.60","34,076.00","15.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OUT","OUTFRONT MEDIA INC","Real Estate","Equity","514,193.28","0.00","514,193.28","39,432.00","13.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DK","DELEK US HOLDINGS INC","Energy","Equity","514,206.00","0.00","514,206.00","19,404.00","26.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSRM","SSR MINING INC","Materials","Equity","512,488.80","0.00","512,488.80","53,720.00","9.54","Canada","NASDAQ","USD","1.00","USD","-"
"NEO","NEOGENOMICS INC","Health Care","Equity","510,658.48","0.00","510,658.48","34,786.00","14.68","United States","NASDAQ","USD","1.00","USD","-"
"CALX","CALIX NETWORKS INC","Information Technology","Equity","510,910.38","0.00","510,910.38","14,694.00","34.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","Industrials","Equity","508,792.20","0.00","508,792.20","16,030.00","31.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OII","OCEANEERING INTERNATIONAL INC","Energy","Equity","505,330.56","0.00","505,330.56","25,066.00","20.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTCT","PTC THERAPEUTICS INC","Health Care","Equity","504,909.36","0.00","504,909.36","20,052.00","25.18","United States","NASDAQ","USD","1.00","USD","-"
"PLAB","PHOTRONICS INC","Information Technology","Equity","503,262.00","0.00","503,262.00","16,425.00","30.64","United States","NASDAQ","USD","1.00","USD","-"
"CRVL","CORVEL CORP","Health Care","Equity","503,376.12","0.00","503,376.12","2,109.00","238.68","United States","NASDAQ","USD","1.00","USD","-"
"ARDX","ARDELYX INC","Health Care","Equity","503,440.70","0.00","503,440.70","56,630.00","8.89","United States","NASDAQ","USD","1.00","USD","-"
"VCEL","VERICEL CORP","Health Care","Equity","503,614.38","0.00","503,614.38","11,742.00","42.89","United States","NASDAQ","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","503,615.43","0.00","503,615.43","29,297.00","17.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CORT","CORCEPT THERAPEUTICS INC","Health Care","Equity","502,296.08","0.00","502,296.08","23,276.00","21.58","United States","NASDAQ","USD","1.00","USD","-"
"VECO","VEECO INSTRUMENTS INC","Information Technology","Equity","499,888.51","0.00","499,888.51","15,367.00","32.53","United States","NASDAQ","USD","1.00","USD","-"
"GSHD","GOOSEHEAD INSURANCE INC CLASS A","Financials","Equity","498,505.70","0.00","498,505.70","6,410.00","77.77","United States","NASDAQ","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","496,377.60","0.00","496,377.60","16,064.00","30.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INMD","INMODE LTD","Health Care","Equity","494,160.00","0.00","494,160.00","20,590.00","24.00","Israel","NASDAQ","USD","1.00","USD","-"
"SEAS","SEAWORLD ENTERTAINMENT INC","Consumer Discretionary","Equity","492,300.26","0.00","492,300.26","10,201.00","48.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSBC","WESBANCO INC","Financials","Equity","493,110.20","0.00","493,110.20","17,110.00","28.82","United States","NASDAQ","USD","1.00","USD","-"
"FRME","FIRST MERCHANTS CORP","Financials","Equity","488,723.90","0.00","488,723.90","14,485.00","33.74","United States","NASDAQ","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","489,231.27","0.00","489,231.27","23,001.00","21.27","United States","NASDAQ","USD","1.00","USD","-"
"HURN","HURON CONSULTING GROUP INC","Industrials","Equity","489,312.60","0.00","489,312.60","4,746.00","103.10","United States","NASDAQ","USD","1.00","USD","-"
"MBC","MASTERBRAND INC","Industrials","Equity","487,063.12","0.00","487,063.12","34,568.00","14.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","486,233.76","0.00","486,233.76","38,256.00","12.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSTO","VISTA OUTDOOR INC","Consumer Discretionary","Equity","486,276.12","0.00","486,276.12","16,017.00","30.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMBA","AMBARELLA INC","Information Technology","Equity","486,782.37","0.00","486,782.37","9,363.00","51.99","United States","NASDAQ","USD","1.00","USD","-"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Consumer Staples","Equity","483,393.30","0.00","483,393.30","11,730.00","41.21","United States","NASDAQ","USD","1.00","USD","-"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","483,663.86","0.00","483,663.86","13,609.00","35.54","United States","NASDAQ","USD","1.00","USD","-"
"CBRL","CRACKER BARREL OLD COUNTRY STORE I","Consumer Discretionary","Equity","482,054.82","0.00","482,054.82","5,858.00","82.29","United States","NASDAQ","USD","1.00","USD","-"
"AGM","FEDERAL AGRICULTURAL MORTGAGE NON","Financials","Equity","480,892.66","0.00","480,892.66","2,554.00","188.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVAX","DYNAVAX TECHNOLOGIES CORP","Health Care","Equity","481,325.25","0.00","481,325.25","37,751.00","12.75","United States","NASDAQ","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","479,168.97","0.00","479,168.97","28,883.00","16.59","United States","NASDAQ","USD","1.00","USD","-"
"JOE","ST JOE","Real Estate","Equity","479,736.32","0.00","479,736.32","8,512.00","56.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAFD","WAFD INC","Financials","Equity","477,866.00","0.00","477,866.00","16,850.00","28.36","United States","NASDAQ","USD","1.00","USD","-"
"TOWN","TOWNEBANK","Financials","Equity","478,513.92","0.00","478,513.92","17,188.00","27.84","United States","NASDAQ","USD","1.00","USD","-"
"DAN","DANA INCORPORATED INC","Consumer Discretionary","Equity","476,858.40","0.00","476,858.40","34,480.00","13.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IONQ","IONQ INC","Information Technology","Equity","472,984.85","0.00","472,984.85","46,055.00","10.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICUI","ICU MEDICAL INC","Health Care","Equity","470,676.80","0.00","470,676.80","5,170.00","91.04","United States","NASDAQ","USD","1.00","USD","-"
"UCTT","ULTRA CLEAN HOLDINGS INC","Information Technology","Equity","471,096.00","0.00","471,096.00","11,632.00","40.50","United States","NASDAQ","USD","1.00","USD","-"
"ODP","ODP CORP","Consumer Discretionary","Equity","469,434.33","0.00","469,434.33","9,117.00","51.49","United States","NASDAQ","USD","1.00","USD","-"
"SXI","STANDEX INTERNATIONAL CORP","Industrials","Equity","467,559.40","0.00","467,559.40","3,130.00","149.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBLU","JETBLUE AIRWAYS CORP","Industrials","Equity","467,230.26","0.00","467,230.26","81,399.00","5.74","United States","NASDAQ","USD","1.00","USD","-"
"IVT","INVENTRUST PROPERTIES CORP","Real Estate","Equity","467,400.54","0.00","467,400.54","18,741.00","24.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGL","AGILON HEALTH","Health Care","Equity","466,044.16","0.00","466,044.16","76,652.00","6.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES INC","Consumer Discretionary","Equity","463,792.68","0.00","463,792.68","7,893.00","58.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEAM","BEAM THERAPEUTICS INC","Health Care","Equity","462,283.20","0.00","462,283.20","17,835.00","25.92","United States","NASDAQ","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","462,557.25","0.00","462,557.25","68,527.00","6.75","United States","NASDAQ","USD","1.00","USD","-"
"PRK","PARK NATIONAL CORP","Financials","Equity","463,114.00","0.00","463,114.00","3,604.00","128.50","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","463,497.86","0.00","463,497.86","55,642.00","8.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACVA","ACV AUCTIONS INC CLASS A","Industrials","Equity","461,665.60","0.00","461,665.60","33,946.00","13.60","United States","NASDAQ","USD","1.00","USD","-"
"SJW","SJW GROUP","Utilities","Equity","461,833.74","0.00","461,833.74","7,758.00","59.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Financials","Equity","461,915.40","0.00","461,915.40","41,614.00","11.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SITM","SITIME CORP","Information Technology","Equity","460,485.12","0.00","460,485.12","4,352.00","105.81","United States","NASDAQ","USD","1.00","USD","-"
"BANC","BANC OF CALIFORNIA INC","Financials","Equity","460,487.65","0.00","460,487.65","34,237.00","13.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LZB","LA-Z-BOY INC","Consumer Discretionary","Equity","460,669.30","0.00","460,669.30","12,922.00","35.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBI","HANESBRANDS INC","Consumer Discretionary","Equity","458,211.88","0.00","458,211.88","96,263.00","4.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CODI","COMPASS DIVERSIFIED","Financials","Equity","456,080.50","0.00","456,080.50","20,498.00","22.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNC","TENNANT","Industrials","Equity","454,741.00","0.00","454,741.00","4,676.00","97.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFH","BREAD FINANCIAL HOLDINGS INC","Financials","Equity","454,897.00","0.00","454,897.00","12,814.00","35.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION INC","Consumer Discretionary","Equity","454,906.55","0.00","454,906.55","35,735.00","12.73","United States","NASDAQ","USD","1.00","USD","-"
"TRMK","TRUSTMARK CORP","Financials","Equity","453,676.50","0.00","453,676.50","16,710.00","27.15","United States","NASDAQ","USD","1.00","USD","-"
"HEES","H AND E EQUIPMENT SERVICES INC","Industrials","Equity","451,717.08","0.00","451,717.08","8,237.00","54.84","United States","NASDAQ","USD","1.00","USD","-"
"AMEH","APOLLO MEDICAL HOLDINGS INC","Health Care","Equity","449,756.12","0.00","449,756.12","12,542.00","35.86","United States","NASDAQ","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","448,030.80","0.00","448,030.80","30,920.00","14.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMWD","AMERICAN WOODMARK CORP","Industrials","Equity","448,803.04","0.00","448,803.04","4,816.00","93.19","United States","NASDAQ","USD","1.00","USD","-"
"LLYVK","LIBERTY MEDIA LIBERTY LIVE CORP SE","Communication","Equity","448,831.30","0.00","448,831.30","12,433.00","36.10","United States","NASDAQ","USD","1.00","USD","-"
"OXM","OXFORD INDUSTRIES INC","Consumer Discretionary","Equity","447,240.16","0.00","447,240.16","4,651.00","96.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","447,448.60","0.00","447,448.60","35,540.00","12.59","United States","NASDAQ","USD","1.00","USD","-"
"BANR","BANNER CORP","Financials","Equity","445,530.96","0.00","445,530.96","9,732.00","45.78","United States","NASDAQ","USD","1.00","USD","-"
"XPRO","EXPRO GROUP HOLDINGS NV","Energy","Equity","443,157.70","0.00","443,157.70","25,810.00","17.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLVM","SYLVAMO CORP","Materials","Equity","443,420.97","0.00","443,420.97","9,489.00","46.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TALO","TALOS ENERGY INC","Energy","Equity","443,900.08","0.00","443,900.08","36,296.00","12.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZZ","AZZ INC","Industrials","Equity","441,839.20","0.00","441,839.20","6,808.00","64.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","442,446.96","0.00","442,446.96","8,367.00","52.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOVA","IOVANCE BIOTHERAPEUTICS INC","Health Care","Equity","436,885.80","0.00","436,885.80","55,302.00","7.90","United States","NASDAQ","USD","1.00","USD","-"
"VCYT","VERACYTE INC","Health Care","Equity","437,132.15","0.00","437,132.15","17,605.00","24.83","United States","NASDAQ","USD","1.00","USD","-"
"VGR","VECTOR GROUP LTD","Consumer Staples","Equity","434,951.28","0.00","434,951.28","41,662.00","10.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","435,242.88","0.00","435,242.88","6,984.00","62.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPWK","UPWORK INC","Industrials","Equity","435,522.85","0.00","435,522.85","30,779.00","14.15","United States","NASDAQ","USD","1.00","USD","-"
"AVDX","AVIDXCHANGE HOLDINGS INC","Financials","Equity","435,955.84","0.00","435,955.84","38,512.00","11.32","United States","NASDAQ","USD","1.00","USD","-"
"SQSP","SQUARESPACE INC CLASS A","Information Technology","Equity","434,167.80","0.00","434,167.80","13,827.00","31.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JACK","JACK IN THE BOX INC","Consumer Discretionary","Equity","434,248.94","0.00","434,248.94","5,501.00","78.94","United States","NASDAQ","USD","1.00","USD","-"
"YOU","CLEAR SECURE INC CLASS A","Information Technology","Equity","434,532.00","0.00","434,532.00","22,170.00","19.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KN","KNOWLES CORP","Information Technology","Equity","432,448.38","0.00","432,448.38","26,401.00","16.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGVT","INGEVITY CORP","Materials","Equity","431,035.80","0.00","431,035.80","9,841.00","43.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBGS","JBG SMITH PROPERTIES","Real Estate","Equity","431,281.68","0.00","431,281.68","26,821.00","16.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNS","COHEN & STEERS INC","Financials","Equity","431,611.65","0.00","431,611.65","6,165.00","70.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTH","HILLTOP HOLDINGS INC","Financials","Equity","432,216.75","0.00","432,216.75","13,965.00","30.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBTX","INDEPENDENT BANK GROUP INC","Financials","Equity","430,493.05","0.00","430,493.05","9,451.00","45.55","United States","NASDAQ","USD","1.00","USD","-"
"AKR","ACADIA REALTY TRUST REIT","Real Estate","Equity","428,685.09","0.00","428,685.09","25,381.00","16.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","427,282.83","0.00","427,282.83","31,863.00","13.41","United States","NASDAQ","USD","1.00","USD","-"
"NMRK","NEWMARK GROUP INC CLASS A","Real Estate","Equity","427,309.74","0.00","427,309.74","42,141.00","10.14","United States","NASDAQ","USD","1.00","USD","-"
"PRO","PROS HOLDINGS INC","Information Technology","Equity","427,570.40","0.00","427,570.40","11,920.00","35.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","426,234.48","0.00","426,234.48","100,527.00","4.24","United States","NASDAQ","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","426,647.20","0.00","426,647.20","32,420.00","13.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLIT","HARMONIC INC","Information Technology","Equity","426,760.92","0.00","426,760.92","32,478.00","13.14","United States","NASDAQ","USD","1.00","USD","-"
"PTGX","PROTAGONIST THERAPEUTICS INC","Health Care","Equity","423,840.00","0.00","423,840.00","16,000.00","26.49","United States","NASDAQ","USD","1.00","USD","-"
"B","BARNES GROUP INC","Industrials","Equity","422,530.60","0.00","422,530.60","12,538.00","33.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","422,562.24","0.00","422,562.24","14,199.00","29.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EYE","NATIONAL VISION HOLDINGS INC","Consumer Discretionary","Equity","422,968.84","0.00","422,968.84","20,908.00","20.23","United States","NASDAQ","USD","1.00","USD","-"
"RCM","R1 RCM INC","Health Care","Equity","420,820.79","0.00","420,820.79","39,001.00","10.79","United States","NASDAQ","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","421,861.62","0.00","421,861.62","11,498.00","36.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SDGR","SCHRODINGER INC","Health Care","Equity","419,839.50","0.00","419,839.50","15,843.00","26.50","United States","NASDAQ","USD","1.00","USD","-"
"THRM","GENTHERM INC","Consumer Discretionary","Equity","419,879.40","0.00","419,879.40","8,555.00","49.08","United States","NASDAQ","USD","1.00","USD","-"
"JELD","JELD WEN HOLDING INC","Industrials","Equity","418,380.00","0.00","418,380.00","22,020.00","19.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INFA","INFORMATICA INC CLASS A","Information Technology","Equity","418,562.00","0.00","418,562.00","13,502.00","31.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFL","SFL LTD","Energy","Equity","418,574.98","0.00","418,574.98","35,293.00","11.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS CORP","Industrials","Equity","418,704.80","0.00","418,704.80","46,940.00","8.92","United States","NASDAQ","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT INC","Real Estate","Equity","417,015.72","0.00","417,015.72","31,284.00","13.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNK","CINEMARK HOLDINGS INC","Communication","Equity","417,486.90","0.00","417,486.90","29,609.00","14.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD PLC","Real Estate","Equity","417,548.05","0.00","417,548.05","40,265.00","10.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFIN","TRIUMPH FINANCIAL INC","Financials","Equity","417,832.80","0.00","417,832.80","5,880.00","71.06","United States","NASDAQ","USD","1.00","USD","-"
"AGYS","AGILYSYS INC","Information Technology","Equity","416,579.38","0.00","416,579.38","5,047.00","82.54","United States","NASDAQ","USD","1.00","USD","-"
"CAKE","CHEESECAKE FACTORY INC","Consumer Discretionary","Equity","416,645.46","0.00","416,645.46","11,763.00","35.42","United States","NASDAQ","USD","1.00","USD","-"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","Financials","Equity","414,473.10","0.00","414,473.10","6,522.00","63.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NAVI","NAVIENT CORP","Financials","Equity","414,677.22","0.00","414,677.22","25,629.00","16.18","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","415,053.60","0.00","415,053.60","1,060.00","391.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNN","LINDSAY CORP","Industrials","Equity","412,879.50","0.00","412,879.50","3,135.00","131.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KAR","OPENLANE INC","Industrials","Equity","411,087.28","0.00","411,087.28","28,828.00","14.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMPR","CIMPRESS PLC","Industrials","Equity","411,485.44","0.00","411,485.44","4,504.00","91.36","United States","NASDAQ","USD","1.00","USD","-"
"VRTS","VIRTUS INVESTMENT PARTNERS INC","Financials","Equity","409,065.58","0.00","409,065.58","1,771.00","230.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENVA","ENOVA INTERNATIONAL INC","Financials","Equity","407,980.84","0.00","407,980.84","7,558.00","53.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBCF","SEACOAST BANKING OF FLORIDA","Financials","Equity","408,615.50","0.00","408,615.50","16,955.00","24.10","United States","NASDAQ","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","408,896.81","0.00","408,896.81","19,859.00","20.59","United States","NASDAQ","USD","1.00","USD","-"
"NBTB","NBT BANCORP INC","Financials","Equity","407,415.68","0.00","407,415.68","11,816.00","34.48","United States","NASDAQ","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","405,215.20","0.00","405,215.20","13,264.00","30.55","United States","NASDAQ","USD","1.00","USD","-"
"WKC","WORLD KINECT","Energy","Equity","405,382.59","0.00","405,382.59","18,009.00","22.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATRC","ATRICURE INC","Health Care","Equity","405,660.60","0.00","405,660.60","12,182.00","33.30","United States","NASDAQ","USD","1.00","USD","-"
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Real Estate","Equity","403,920.00","0.00","403,920.00","29,376.00","13.75","United States","NASDAQ","USD","1.00","USD","-"
"JOBY","JOBY AVIATION INC CLASS A","Industrials","Equity","403,975.00","0.00","403,975.00","70,625.00","5.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWSC","POWERSCHOOL HOLDINGS INC CLASS A","Information Technology","Equity","404,795.21","0.00","404,795.21","16,529.00","24.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVEE","NV5 GLOBAL INC","Industrials","Equity","401,886.36","0.00","401,886.36","3,726.00","107.86","United States","NASDAQ","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","401,958.75","0.00","401,958.75","14,485.00","27.75","United States","NASDAQ","USD","1.00","USD","-"
"CXM","SPRINKLR INC CLASS A","Information Technology","Equity","398,766.10","0.00","398,766.10","31,105.00","12.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","399,497.12","0.00","399,497.12","6,394.00","62.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UVV","UNIVERSAL CORP","Consumer Staples","Equity","397,229.35","0.00","397,229.35","6,727.00","59.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STR","SITIO ROYALTIES CORP CLASS A","Energy","Equity","397,472.40","0.00","397,472.40","19,370.00","20.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE CORP SER","Communication","Equity","397,942.65","0.00","397,942.65","6,649.00","59.85","United States","NASDAQ","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","398,078.72","0.00","398,078.72","26,468.00","15.04","United States","NASDAQ","USD","1.00","USD","-"
