iShares Russell 3000 ETF
Fund Holdings as of,"Feb 02, 2024"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BV","BRIGHTVIEW HOLDINGS INC","Industrials","Equity","122,829.92","0.00","122,829.92","14,086.00","8.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NECB","NORTHEAST COMMUNITY BANCORP INC","Financials","Equity","120,544.51","0.00","120,544.51","7,171.00","16.81","United States","NASDAQ","USD","1.00","USD","-"
"TARO","TARO PHARMACEUTICAL INDUSTRIES LTD","Health Care","Equity","120,613.68","0.00","120,613.68","2,826.00","42.68","Israel","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASPN","ASPEN AEROGELS INC","Materials","Equity","120,715.29","0.00","120,715.29","10,617.00","11.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CZNC","CITIZENS AND NORTHERN CORP","Financials","Equity","120,766.47","0.00","120,766.47","5,871.00","20.57","United States","NASDAQ","USD","1.00","USD","-"
"LQDA","LIQUIDIA CORP","Health Care","Equity","120,780.52","0.00","120,780.52","8,894.00","13.58","United States","NASDAQ","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","120,879.80","0.00","120,879.80","67,910.00","1.78","United States","NASDAQ","USD","1.00","USD","-"
"RVNC","REVANCE THERAPEUTICS INC","Health Care","Equity","120,969.99","0.00","120,969.99","22,527.00","5.37","United States","NASDAQ","USD","1.00","USD","-"
"HCAT","HEALTH CATALYST INC","Health Care","Equity","121,242.24","0.00","121,242.24","12,222.00","9.92","United States","NASDAQ","USD","1.00","USD","-"
"ONTF","ON24 INC","Information Technology","Equity","118,997.55","0.00","118,997.55","15,315.00","7.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARE","CARTER BANKSHARES INC","Financials","Equity","119,378.21","0.00","119,378.21","8,401.00","14.21","United States","NASDAQ","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Financials","Equity","119,480.40","0.00","119,480.40","6,210.00","19.24","United States","NASDAQ","USD","1.00","USD","-"
"MVBF","MVB FINANCIAL CORP","Financials","Equity","119,624.40","0.00","119,624.40","5,656.00","21.15","United States","NASDAQ","USD","1.00","USD","-"
"REFI","CHICAGO ATLANTIC REAL ESTATE FINAN","Financials","Equity","119,909.88","0.00","119,909.88","7,551.00","15.88","United States","NASDAQ","USD","1.00","USD","-"
"COGT","COGENT BIOSCIENCES INC","Health Care","Equity","120,033.60","0.00","120,033.60","25,007.00","4.80","United States","NASDAQ","USD","1.00","USD","-"
"YORW","YORK WATER","Utilities","Equity","120,204.00","0.00","120,204.00","3,339.00","36.00","United States","NASDAQ","USD","1.00","USD","-"
"COMM","COMMSCOPE HOLDING INC","Information Technology","Equity","117,671.68","0.00","117,671.68","52,532.00","2.24","United States","NASDAQ","USD","1.00","USD","-"
"NKLA","NIKOLA CORP","Industrials","Equity","117,802.21","0.00","117,802.21","161,794.00","0.73","United States","NASDAQ","USD","1.00","USD","-"
"FBIZ","FIRST BUSINESS FINANCIAL SERVICES","Financials","Equity","118,023.92","0.00","118,023.92","3,352.00","35.21","United States","NASDAQ","USD","1.00","USD","-"
"FFIC","FLUSHING FINANCIAL CORP","Financials","Equity","118,207.95","0.00","118,207.95","7,651.00","15.45","United States","NASDAQ","USD","1.00","USD","-"
"RILY","B RILEY FINANCIAL INC","Financials","Equity","118,412.44","0.00","118,412.44","5,836.00","20.29","United States","NASDAQ","USD","1.00","USD","-"
"PFMT","PERFORMANT FINANCIAL CORP","Industrials","Equity","118,537.40","0.00","118,537.40","40,595.00","2.92","United States","NASDAQ","USD","1.00","USD","-"
"OBT","ORANGE COUNTY BANCORP INC","Financials","Equity","118,600.50","0.00","118,600.50","2,550.00","46.51","United States","NASDAQ","USD","1.00","USD","-"
"TPC","TUTOR PERINI CORP","Industrials","Equity","118,722.75","0.00","118,722.75","13,415.00","8.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMRE","GLOBAL MEDICAL REIT INC","Real Estate","Equity","116,396.28","0.00","116,396.28","11,781.00","9.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVLY","CODORUS VALLEY BANCORP INC","Financials","Equity","116,403.00","0.00","116,403.00","5,061.00","23.00","United States","NASDAQ","USD","1.00","USD","-"
"ABUS","ARBUTUS BIOPHARMA CORP","Health Care","Equity","116,591.44","0.00","116,591.44","48,988.00","2.38","United States","NASDAQ","USD","1.00","USD","-"
"CTOS","CUSTOM TRUCK ONE SOURCE INC","Industrials","Equity","116,700.60","0.00","116,700.60","17,418.00","6.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCSI","CONSENSUS CLOUD SOLUTIONS INC","Information Technology","Equity","116,768.30","0.00","116,768.30","5,738.00","20.35","United States","NASDAQ","USD","1.00","USD","-"
"ATMU","ATMUS FILTRATION TECHNOLOGIES INC","Consumer Discretionary","Equity","116,865.66","0.00","116,865.66","5,146.00","22.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EGY","VAALCO ENERGY INC","Energy","Equity","116,913.60","0.00","116,913.60","28,240.00","4.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPCE","VIRGIN GALACTIC HOLDINGS INC SHS C","Industrials","Equity","117,013.26","0.00","117,013.26","67,249.00","1.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMRT","SMARTRENT INC CLASS A","Information Technology","Equity","117,167.26","0.00","117,167.26","38,926.00","3.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LQDT","LIQUIDITY SERVICES INC","Industrials","Equity","117,577.52","0.00","117,577.52","6,824.00","17.23","United States","NASDAQ","USD","1.00","USD","-"
"ACNB","ACNB CORP","Financials","Equity","115,708.56","0.00","115,708.56","3,207.00","36.08","United States","NASDAQ","USD","1.00","USD","-"
"LUNG","PULMONX CORP","Health Care","Equity","115,833.98","0.00","115,833.98","8,123.00","14.26","United States","NASDAQ","USD","1.00","USD","-"
"PSFE","PAYSAFE LTD","Financials","Equity","115,856.40","0.00","115,856.40","7,860.00","14.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATNI","ATN INTERNATIONAL INC","Communication","Equity","113,894.00","0.00","113,894.00","3,100.00","36.74","United States","NASDAQ","USD","1.00","USD","-"
"FDBC","FIDELITY D AND D BANCORP INC","Financials","Equity","114,192.54","0.00","114,192.54","2,354.00","48.51","United States","NASDAQ","USD","1.00","USD","-"
"FPI","FARMLAND PARTNERS INC","Real Estate","Equity","114,200.26","0.00","114,200.26","10,363.00","11.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGHC","SUPER GROUP LTD","Consumer Discretionary","Equity","114,247.35","0.00","114,247.35","36,269.00","3.15","Guernsey","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLDD","GREAT LAKES DREDGE AND DOCK CORP","Industrials","Equity","114,309.12","0.00","114,309.12","14,884.00","7.68","United States","NASDAQ","USD","1.00","USD","-"
"EVCM","EVERCOMMERCE INC","Information Technology","Equity","114,365.87","0.00","114,365.87","11,471.00","9.97","United States","NASDAQ","USD","1.00","USD","-"
"KRNY","KEARNY FINANCIAL CORP","Financials","Equity","114,487.05","0.00","114,487.05","15,835.00","7.23","United States","NASDAQ","USD","1.00","USD","-"
"CVGW","CALAVO GROWERS INC","Consumer Staples","Equity","114,652.93","0.00","114,652.93","4,189.00","27.37","United States","NASDAQ","USD","1.00","USD","-"
"SENEA","SENECA FOODS CORP CLASS A","Consumer Staples","Equity","114,672.88","0.00","114,672.88","2,122.00","54.04","United States","NASDAQ","USD","1.00","USD","-"
"RGNX","REGENXBIO INC","Health Care","Equity","114,737.76","0.00","114,737.76","9,374.00","12.24","United States","NASDAQ","USD","1.00","USD","-"
"ESQ","ESQUIRE FINANCIAL HOLDINGS INC","Financials","Equity","114,761.66","0.00","114,761.66","2,287.00","50.18","United States","NASDAQ","USD","1.00","USD","-"
"CATC","CAMBRIDGE BANCORP","Financials","Equity","114,920.96","0.00","114,920.96","1,696.00","67.76","United States","NASDAQ","USD","1.00","USD","-"
"LIND","LINDBLAD EXPEDITIONS HOLDINGS INC","Consumer Discretionary","Equity","114,969.40","0.00","114,969.40","12,634.00","9.10","United States","NASDAQ","USD","1.00","USD","-"
"EBTC","ENTERPRISE BANCORP INC","Financials","Equity","115,015.74","0.00","115,015.74","4,118.00","27.93","United States","NASDAQ","USD","1.00","USD","-"
"HBCP","HOME BANCORP INC","Financials","Equity","112,521.09","0.00","112,521.09","2,931.00","38.39","United States","NASDAQ","USD","1.00","USD","-"
"FLWS","1-800 FLOWERS.COM INC CLASS A","Consumer Discretionary","Equity","112,710.72","0.00","112,710.72","10,848.00","10.39","United States","NASDAQ","USD","1.00","USD","-"
"PCT","PURECYCLE TECHNOLOGIES INC","Materials","Equity","113,029.41","0.00","113,029.41","28,047.00","4.03","United States","NASDAQ","USD","1.00","USD","-"
"GCMG","GCM GROSVENOR INC CLASS A","Financials","Equity","113,253.40","0.00","113,253.40","13,169.00","8.60","United States","NASDAQ","USD","1.00","USD","-"
"AESI","ATLAS ENERGY SOLUTIONS INC","Energy","Equity","113,417.26","0.00","113,417.26","6,743.00","16.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDNA","CAREDX INC","Health Care","Equity","113,560.56","0.00","113,560.56","13,023.00","8.72","United States","NASDAQ","USD","1.00","USD","-"
"TRDA","ENTRADA THERAPEUTICS INC","Health Care","Equity","111,194.88","0.00","111,194.88","7,554.00","14.72","United States","NASDAQ","USD","1.00","USD","-"
"PLPC","PREFORMED LINE PRODUCTS","Industrials","Equity","111,250.26","0.00","111,250.26","891.00","124.86","United States","NASDAQ","USD","1.00","USD","-"
"TCMD","TACTILE SYSTEMS TECHNOLOGY INC","Health Care","Equity","111,337.20","0.00","111,337.20","7,320.00","15.21","United States","NASDAQ","USD","1.00","USD","-"
"MBCN","MIDDLEFIELD BANC CORP","Financials","Equity","111,585.80","0.00","111,585.80","4,259.00","26.20","United States","NASDAQ","USD","1.00","USD","-"
"AVXL","ANAVEX LIFE SCIENCES CORP","Health Care","Equity","111,689.16","0.00","111,689.16","19,492.00","5.73","United States","NASDAQ","USD","1.00","USD","-"
"OABI","OMNIAB INC","Health Care","Equity","111,943.86","0.00","111,943.86","19,334.00","5.79","United States","NASDAQ","USD","1.00","USD","-"
"CTO","CTO REALTY GROWTH INC","Real Estate","Equity","112,380.66","0.00","112,380.66","6,774.00","16.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLDN","WILLDAN GROUP INC","Industrials","Equity","110,112.08","0.00","110,112.08","5,759.00","19.12","United States","NASDAQ","USD","1.00","USD","-"
"CCB","COASTAL FINANCIAL CORP","Financials","Equity","110,196.46","0.00","110,196.46","2,827.00","38.98","United States","NASDAQ","USD","1.00","USD","-"
"TYRA","TYRA BIOSCIENCES INC","Health Care","Equity","110,524.22","0.00","110,524.22","6,571.00","16.82","United States","NASDAQ","USD","1.00","USD","-"
"SHCR","SHARECARE INC CLASS A","Health Care","Equity","110,572.02","0.00","110,572.02","94,506.00","1.17","United States","NASDAQ","USD","1.00","USD","-"
"OSPN","ONESPAN INC","Information Technology","Equity","110,907.74","0.00","110,907.74","11,113.00","9.98","United States","NASDAQ","USD","1.00","USD","-"
"JAKK","JAKKS PACIFIC INC","Consumer Discretionary","Equity","110,933.25","0.00","110,933.25","3,505.00","31.65","United States","NASDAQ","USD","1.00","USD","-"
"MCB","METROPOLITAN BANK HOLDING CORP","Financials","Equity","111,088.08","0.00","111,088.08","2,493.00","44.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP","Health Care","Equity","108,682.40","0.00","108,682.40","29,776.00","3.65","United States","NASDAQ","USD","1.00","USD","-"
"SSP","EW SCRIPPS CLASS A","Communication","Equity","108,683.25","0.00","108,683.25","13,845.00","7.85","United States","NASDAQ","USD","1.00","USD","-"
"SMBC","SOUTHERN MISSOURI BANCORP INC","Financials","Equity","108,763.89","0.00","108,763.89","2,589.00","42.01","United States","NASDAQ","USD","1.00","USD","-"
"LBPH","LONGBOARD PHARMACEUTICALS INC","Health Care","Equity","109,866.26","0.00","109,866.26","5,546.00","19.81","United States","NASDAQ","USD","1.00","USD","-"
"LOCO","EL POLLO LOCO INC","Consumer Discretionary","Equity","107,531.42","0.00","107,531.42","11,513.00","9.34","United States","NASDAQ","USD","1.00","USD","-"
"HRT","HIRERIGHT HOLDINGS CORP","Industrials","Equity","107,591.40","0.00","107,591.40","8,539.00","12.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHIL","DIAMOND HILL INVESTMENT GROUP INC","Financials","Equity","107,643.36","0.00","107,643.36","696.00","154.66","United States","NASDAQ","USD","1.00","USD","-"
"WEST","WESTROCK COFFEE","Consumer Staples","Equity","107,683.24","0.00","107,683.24","10,178.00","10.58","United States","NASDAQ","USD","1.00","USD","-"
"RMR","RMR GROUP INC CLASS A","Real Estate","Equity","107,741.08","0.00","107,741.08","4,189.00","25.72","United States","NASDAQ","USD","1.00","USD","-"
"CEVA","CEVA INC","Information Technology","Equity","107,821.32","0.00","107,821.32","5,723.00","18.84","United States","NASDAQ","USD","1.00","USD","-"
"ARTNA","ARTESIAN RESOURCES CORP CLASS A","Utilities","Equity","107,866.80","0.00","107,866.80","2,988.00","36.10","United States","NASDAQ","USD","1.00","USD","-"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","107,984.52","0.00","107,984.52","10,566.00","10.22","United States","NASDAQ","USD","1.00","USD","-"
"BWMN","BOWMAN CONSULTING GROUP LTD","Industrials","Equity","108,135.00","0.00","108,135.00","3,375.00","32.04","United States","NASDAQ","USD","1.00","USD","-"
"THFF","FIRST FINANCIAL CORPORATION INDIAN","Financials","Equity","108,199.28","0.00","108,199.28","2,828.00","38.26","United States","NASDAQ","USD","1.00","USD","-"
"RRBI","RED RIVER BANCSHARES INC","Financials","Equity","108,472.20","0.00","108,472.20","2,084.00","52.05","United States","NASDAQ","USD","1.00","USD","-"
"CCNE","CNB FINANCIAL CORP","Financials","Equity","106,282.71","0.00","106,282.71","5,127.00","20.73","United States","NASDAQ","USD","1.00","USD","-"
"PKST","PEAKSTONE REALTY TRUST CLASS E","Real Estate","Equity","106,354.48","0.00","106,354.48","7,396.00","14.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IE","IVANHOE ELECTRIC INC","Materials","Equity","106,452.06","0.00","106,452.06","12,407.00","8.58","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"DAKT","DAKTRONICS INC","Information Technology","Equity","106,475.74","0.00","106,475.74","13,846.00","7.69","United States","NASDAQ","USD","1.00","USD","-"
"AXGN","AXOGEN INC","Health Care","Equity","106,483.20","0.00","106,483.20","11,092.00","9.60","United States","NASDAQ","USD","1.00","USD","-"
"EVER","EVERQUOTE INC CLASS A","Communication","Equity","106,568.04","0.00","106,568.04","7,859.00","13.56","United States","NASDAQ","USD","1.00","USD","-"
"BOOM","DMC GLOBAL INC","Energy","Equity","106,744.05","0.00","106,744.05","6,489.00","16.45","United States","NASDAQ","USD","1.00","USD","-"
"CMCL","CALEDONIA MINING PLC","Materials","Equity","106,851.64","0.00","106,851.64","10,157.00","10.52","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"ULH","UNIVERSAL LOGISTICS INC","Industrials","Equity","106,860.00","0.00","106,860.00","3,562.00","30.00","United States","NASDAQ","USD","1.00","USD","-"
"FFWM","FIRST FOUNDATION INC","Financials","Equity","104,720.80","0.00","104,720.80","11,740.00","8.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFST","SOUTHERN FIRST BANCSHARES INC","Financials","Equity","104,724.20","0.00","104,724.20","2,945.00","35.56","United States","NASDAQ","USD","1.00","USD","-"
"CDMO","AVID BIOSERVICES INC","Health Care","Equity","104,866.80","0.00","104,866.80","16,914.00","6.20","United States","NASDAQ","USD","1.00","USD","-"
"MCFT","MASTERCRAFT BOAT HOLDINGS INC","Consumer Discretionary","Equity","104,953.38","0.00","104,953.38","5,298.00","19.81","United States","NASDAQ","USD","1.00","USD","-"
"JMSB","JOHN MARSHALL BANCORP INC","Financials","Equity","104,984.00","0.00","104,984.00","5,965.00","17.60","United States","NASDAQ","USD","1.00","USD","-"
"EWCZ","EUROPEAN WAX CENTER INC CLASS A","Consumer Discretionary","Equity","105,077.60","0.00","105,077.60","6,913.00","15.20","United States","NASDAQ","USD","1.00","USD","-"
"VPG","VISHAY PRECISION GROUP INC","Information Technology","Equity","105,138.00","0.00","105,138.00","3,300.00","31.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTBA","WEST BANCORPORATION INC","Financials","Equity","105,313.32","0.00","105,313.32","5,796.00","18.17","United States","NASDAQ","USD","1.00","USD","-"
"CSTR","CAPSTAR FINANCIAL HOLDINGS INC","Financials","Equity","105,359.56","0.00","105,359.56","5,966.00","17.66","United States","NASDAQ","USD","1.00","USD","-"
"ORC","ORCHID ISLAND CAPITAL INC","Financials","Equity","103,431.90","0.00","103,431.90","12,055.00","8.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEHR","AEHR TEST SYSTEMS","Information Technology","Equity","103,432.08","0.00","103,432.08","6,868.00","15.06","United States","NASDAQ","USD","1.00","USD","-"
"DGICA","DONEGAL GROUP INC CLASS A","Financials","Equity","103,752.60","0.00","103,752.60","7,058.00","14.70","United States","NASDAQ","USD","1.00","USD","-"
"MPLN","MULTIPLAN CORP CLASS A","Health Care","Equity","103,778.68","0.00","103,778.68","100,756.00","1.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSBK","TIMBERLAND BANCORP INC","Financials","Equity","103,826.44","0.00","103,826.44","3,844.00","27.01","United States","NASDAQ","USD","1.00","USD","-"
